character,keyword,reading,decomposition,spatial,ids,components_detail,tags
彪,tiger stripes,biao1,tiger + rooster tail,⿺ (bottom-left-wrap),⿺虎彡,"虎 = tiger, 彡 = rooster tail",SC::L1
眶,eye socket,kuang4,eye,⿰ (left-right),⿰目匡,目 = eye,SC::L1
晦,last day of a lunar month,hui4,day + every,⿰ (left-right),⿰日每,"日 = day, 每 = every",SC::L1
趾,toe,zhi3,stop,⿰ (left-right),⿰𧾷止,止 = stop,SC::L1
啃,to gnaw,ken3,mouth + agree / agreement,⿰ (left-right),⿰口肯,"口 = mouth, 肯 = agree / agreement",SC::L1
蚯,earthworm,qiu1,insect + hill,⿰ (left-right),⿰虫丘,"虫 = insect, 丘 = hill",SC::L1
蛀,termite,zhu4,insect + lord,⿰ (left-right),⿰虫主,"虫 = insect, 主 = lord",SC::L1
鄂,surname E,E4,beat a drum + pinnacle,⿰ (left-right),⿰咢阝,"咢 = beat a drum, 阝 = pinnacle",SC::L1
啰,used in 囉唆|啰唆[luo1 suo5] and 囉嗦|啰嗦[luo1 suo5],luo1,mouth + silk gauze,⿰ (left-right),⿰口罗,"口 = mouth, 罗 = silk gauze",SC::L1
帷,screen,wei2,towel + turkey,⿰ (left-right),⿰巾隹,"巾 = towel, 隹 = turkey",SC::L1
崛,towering as a peak,jue2,mountain + knuckle under / yield,⿰ (left-right),⿰山屈,"山 = mountain, 屈 = knuckle under / yield",SC::L1
铐,shackles,kao4,take an exam / consider,⿰ (left-right),⿰钅考,考 = take an exam / consider,SC::L1
铛,frying pan,cheng1,work as / hit,⿰ (left-right),⿰钅当,当 = work as / hit,SC::L1
秸,grain stalks left after threshing,jie1,standing grain + lucky / good luck,⿰ (left-right),⿰禾吉,"禾 = standing grain, 吉 = lucky / good luck",SC::L1
秽,unclean,hui4,standing grain + years of age,⿰ (left-right),⿰禾岁,"禾 = standing grain, 岁 = years of age",SC::L1
笙,"sheng, a free reed wind instrument with vertical bamboo pipes",sheng1,life,⿱ (top-bottom),⿱𥫗生,生 = life,SC::L1
偎,to cuddle,wei1,be afraid of / apprehensive,⿰ (left-right),⿰亻畏,畏 = be afraid of / apprehensive,SC::L1
徙,to change one's residence,xi3,,⿰ (left-right),⿰彳歨,,SC::L1
脯,preserved fruit,fu3,month + Fu / offspring,⿰ (left-right),⿰月甫,"月 = month, 甫 = Fu / offspring",SC::L1
豚,suckling pig,tun2,month + sow,⿰ (left-right),⿰月豕,"月 = month, 豕 = sow",SC::L1
猖,ferocious,chang1,prosperous,⿰ (left-right),⿰犭昌,昌 = prosperous,SC::L1
烹,to boil,peng1,go smoothly,⿱ (top-bottom),⿱亨灬,亨 = go smoothly,SC::L1
庶,ordinary,shu4,extensive + twenty,⿸ (top-left-wrap),⿸广⿱廿灬,"广 = extensive, 廿 = twenty",SC::L1
庵,hut,an1,extensive + encompassing,⿸ (top-left-wrap),⿸广奄,"广 = extensive, 奄 = encompassing",SC::L1
痊,to recover (from illness),quan2,sickness + whole,⿸ (top-left-wrap),⿸疒全,"疒 = sickness, 全 = whole",SC::L1
阎,surname Yan (sometimes written 閆|闫[Yan2] in recent years),Yan2,gate + pothole,⿵ (surround-open-bottom),⿵门臽,"门 = gate, 臽 = pothole",SC::L1
羚,antelope,ling2,sheep + orders,⿰ (left-right),⿰羊令,"羊 = sheep, 令 = orders",SC::L1
焊,to weld,han4,fire + drought / dry weather,⿰ (left-right),⿰火旱,"火 = fire, 旱 = drought / dry weather",SC::L1
淮,name of a river,Huai2,turkey,⿰ (left-right),⿰氵隹,隹 = turkey,SC::L1
淀,shallow lake (usu. in place names),dian4,settle on / determine,⿰ (left-right),⿰氵定,定 = settle on / determine,SC::L1
涮,to rinse,shuan4,brush / printing,⿰ (left-right),⿰氵刷,刷 = brush / printing,SC::L1
惦,to think of,dian4,store,⿰ (left-right),⿰忄店,店 = store,SC::L1
悴,haggard,cui4,foot soldier / graduate,⿰ (left-right),⿰忄卒,卒 = foot soldier / graduate,SC::L1
惋,to sigh in regret or pity,wan3,winding / address,⿰ (left-right),⿰忄宛,宛 = winding / address,SC::L1
窒,to obstruct,zhi4,hole + until / climax,⿱ (top-bottom),⿱穴至,"穴 = hole, 至 = until / climax",SC::L1
谚,proverb,yan4,erudite / lad,⿰ (left-right),⿰讠彦,彦 = erudite / lad,SC::L1
隋,the Sui dynasty (581–617 AD),Sui2,pinnacle + left,⿰ (left-right),⿰阝⿱左⺝,"阝 = pinnacle, 左 = left",SC::L1
堕,to fall,duo4,old variant of 隨|随[Sui2] + soil,⿱ (top-bottom),⿱陏土,"陏 = old variant of 隨|随[Sui2], 土 = soil",SC::L1
隅,corner,yu2,pinnacle + Talking Cricket,⿰ (left-right),⿰阝禺,"阝 = pinnacle, 禺 = Talking Cricket",SC::L1
揍,to hit,zou4,fingers + play an instrument / play music,⿰ (left-right),⿰扌奏,"扌 = fingers, 奏 = play an instrument / play music",SC::L1
堰,weir,yan4,soil + to hide,⿰ (left-right),⿰土匽,"土 = soil, 匽 = to hide, to secrete, to repress",SC::L1
揩,to wipe,kai1,fingers + all,⿰ (left-right),⿰扌皆,"扌 = fingers, 皆 = all",SC::L1
搀,to take by the arm and assist,chan1,fingers,⿰ (left-right),⿰扌𫥎,扌 = fingers,SC::L1
壹,one (banker's anti-fraud numeral),yi1,soldier / gentleman + crown + beans,⿱ (top-bottom),⿱⿱士冖豆,"士 = soldier / gentleman, 冖 = crown, 豆 = beans",SC::L1
搔,to scratch,sao1,fingers,⿰ (left-right),⿰扌蚤,扌 = fingers,SC::L1
葫,used in 葫蘆|葫芦[hu2 lu5],hu2,flower + recklessly / uncivilized,⿱ (top-bottom),⿱艹胡,"艹 = flower, 胡 = recklessly / uncivilized",SC::L1
椰,coconut palm,ye1,tree + Jerusalem / exclamation,⿰ (left-right),⿰木耶,"木 = tree, 耶 = Jerusalem / exclamation",SC::L1
椎,mallet (variant of 槌[chui2]),chui2,tree + turkey,⿰ (left-right),⿰木隹,"木 = tree, 隹 = turkey",SC::L1
榔,tall tree (archaic),lang2,tree + young man / son,⿰ (left-right),⿰木郎,"木 = tree, 郎 = young man / son",SC::L1
椭,ellipse,tuo3,tree + old variant of 隨|随[Sui2],⿰ (left-right),⿰木陏,"木 = tree, 陏 = old variant of 隨|随[Sui2]",SC::L1
粟,surname Su,Su4,rice,⿱ (top-bottom),⿱覀米,米 = rice,SC::L1
酣,intoxicated,han1,sign of the bird + sweet,⿰ (left-right),⿰酉甘,"酉 = sign of the bird, 甘 = sweet",SC::L1
酥,flaky pastry,su1,sign of the bird + standing grain,⿰ (left-right),⿰酉禾,"酉 = sign of the bird, 禾 = standing grain",SC::L1
硝,saltpeter,xiao1,stone + resemble / resemblance,⿰ (left-right),⿰石肖,"石 = stone, 肖 = resemble / resemblance",SC::L1
雳,used in 霹靂|霹雳[pi1 li4],li4,rain + experience,⿱ (top-bottom),⿱雨历,"雨 = rain, 历 = experience",SC::L1
棠,cherry-apple,tang2,tree,⿱ (top-bottom),⿱𫩠木,木 = tree,SC::L1
睐,to glance,lai4,eye + come,⿰ (left-right),⿰目来,"目 = eye, 来 = come",SC::L1
喳,used in 喳喳[cha1 cha1] and 喳喳[cha1 cha5],cha1,mouth + investigate,⿰ (left-right),⿰口查,"口 = mouth, 查 = investigate",SC::L1
遏,to restrain,e4,road + siesta,⿺ (bottom-left-wrap),⿺辶曷,"辶 = road, 曷 = siesta",SC::L1
晾,to dry in the air,liang4,day + capital,⿰ (left-right),⿰日京,"日 = day, 京 = capital",SC::L1
跋,postscript,ba2,seeing-eye chihuahua,⿰ (left-right),⿰𧾷犮,犮 = seeing-eye chihuahua,SC::L1
跛,to limp,bo3,covering / pelt,⿰ (left-right),⿰𧾷皮,皮 = covering / pelt,SC::L1
蜒,slug,yan2,insect + prolong,⿰ (left-right),⿰虫延,"虫 = insect, 延 = prolong",SC::L1
蛤,clam,ge2,insect + fit,⿰ (left-right),⿰虫合,"虫 = insect, 合 = fit",SC::L1
鹃,cuckoo,juan1,canker sore + bird,⿰ (left-right),⿰肙鸟,"肙 = canker sore, 鸟 = bird",SC::L1
锌,zinc (chemistry),xin1,peppery / spicy,⿰ (left-right),⿰钅辛,辛 = peppery / spicy,SC::L1
甥,sister's son,sheng1,life + male,⿰ (left-right),⿰生男,"生 = life, 男 = male",SC::L1
掰,to break off or break open sth with one's hands,bai1,two + part + hand,⿲ (left-mid-right),⿲⿱㇒⿻二丿分手,"二 = two, 分 = part, 手 = hand",SC::L1
氮,nitrogen (chemistry),dan4,air + inflammation,⿹ (top-right-wrap),⿹气炎,"气 = air, 炎 = inflammation",SC::L1
筏,raft (of logs),fa2,fell,⿱ (top-bottom),⿱𥫗伐,伐 = fell,SC::L1
皓,white (esp. bright white teeth of youth or white hair of old age),hao4,white + declare / revelation,⿰ (left-right),⿰白告,"白 = white, 告 = declare / revelation",SC::L1
皖,short name for Anhui Province 安徽省[An1 hui1 Sheng3],Wan3,white + finish / perfect,⿰ (left-right),⿰白完,"白 = white, 完 = finish / perfect",SC::L1
粤,Cantonese,Yue4,snare,⿳ (top-mid-bottom),⿳㇒𡇒丂,丂 = snare,SC::L1
腋,armpit,ye4,month + night,⿰ (left-right),⿰月夜,"月 = month, 夜 = night",SC::L1
猬,hedgehog,wei4,stomach,⿰ (left-right),⿰犭胃,胃 = stomach,SC::L1
惫,tired,bei4,prepare + heart,⿱ (top-bottom),⿱备心,"备 = prepare, 心 = heart",SC::L1
馈,to make an offering to the gods,kui4,expensive,⿰ (left-right),⿰饣贵,贵 = expensive,SC::L1
斌,having both appearance,bin1,literature / sentence + military / warrior,⿰ (left-right),⿰文武,"文 = literature / sentence, 武 = military / warrior",SC::L1
痘,pustule,dou4,sickness + beans,⿸ (top-left-wrap),⿸疒豆,"疒 = sickness, 豆 = beans",SC::L1
痢,dysentery,li4,sickness + profit,⿸ (top-left-wrap),⿸疒利,"疒 = sickness, 利 = profit",SC::L1
痪,used in 癱瘓|瘫痪[tan1 huan4],huan4,sickness + first-class,⿸ (top-left-wrap),⿸疒奂,"疒 = sickness, 奂 = first-class",SC::L1
竣,finish,jun4,standing up / stand up + streetwalker,⿰ (left-right),⿰立夋,"立 = standing up / stand up, 夋 = streetwalker",SC::L1
渤,Gulf of Zhili or Chihli,Bo2,vibrant / erection,⿰ (left-right),⿰氵勃,勃 = vibrant / erection,SC::L1
湃,used in 澎湃[peng2 pai4],pai4,adore,⿰ (left-right),⿰氵拜,拜 = adore,SC::L1
渝,short name for Chongqing 重慶|重庆[Chong2 qing4],Yu2,slaughterhouse,⿰ (left-right),⿰氵俞,俞 = slaughterhouse,SC::L1
渲,wash (color),xuan4,proclaim,⿰ (left-right),⿰氵宣,宣 = proclaim,SC::L1
窖,cellar,jiao4,hole + declare / revelation,⿱ (top-bottom),⿱穴告,"穴 = hole, 告 = declare / revelation",SC::L1
禄,good fortune,lu4,record,⿰ (left-right),⿰礻录,录 = record,SC::L1
谤,to slander,bang4,side,⿰ (left-right),⿰讠旁,旁 = side,SC::L1
缅,Myanmar (formerly Burma) (abbr. for 緬甸|缅甸[Mian3 dian4]),Mian3,thread + face-to-face / mask,⿰ (left-right),⿰纟面,"纟 = thread, 面 = face-to-face / mask",SC::L1
缉,to seize,ji1,thread + to blame,⿰ (left-right),⿰纟咠,"纟 = thread, 咠 = to blame, to slander",SC::L1
鹉,used in 鸚鵡|鹦鹉[ying1 wu3],wu3,military / warrior + bird,⿰ (left-right),⿰武鸟,"武 = military / warrior, 鸟 = bird",SC::L1
瑙,used in 瑪瑙|玛瑙[ma3 nao3],nao3,,⿰ (left-right),⿰𤣩𡿺,,SC::L1
斟,to pour,zhen1,tremendously + big dipper / Big Dipper,⿰ (left-right),⿰甚斗,"甚 = tremendously, 斗 = big dipper / Big Dipper",SC::L1
靶,target,ba3,leather + crust / comma-design,⿰ (left-right),⿰革巴,"革 = leather, 巴 = crust / comma-design",SC::L1
椿,Chinese toon (Toona sinensis),chun1,tree + springtime,⿰ (left-right),⿰木春,"木 = tree, 春 = springtime",SC::L1
楷,Chinese pistachio tree (Pistacia chinensis),jie1,tree + all,⿰ (left-right),⿰木皆,"木 = tree, 皆 = all",SC::L1
酪,"semi-solid food made from milk (junket, cheese etc)",lao4,sign of the bird + each,⿰ (left-right),⿰酉各,"酉 = sign of the bird, 各 = each",SC::L1
碘,iodine (chemistry),dian3,stone + canon / code,⿰ (left-right),⿰石典,"石 = stone, 典 = canon / code",SC::L1
睦,amicable,mu4,eye + a clod of earth,⿰ (left-right),⿰目坴,"目 = eye, 坴 = a clod of earth",SC::L1
睫,eyelashes,jie2,eye,⿰ (left-right),⿰目疌,目 = eye,SC::L1
嗦,used in 囉嗦|啰嗦[luo1 suo5],suo1,mouth + large rope / cord,⿰ (left-right),⿰口索,"口 = mouth, 索 = large rope / cord",SC::L1
畸,lopsided,ji1,rice field + strange,⿰ (left-right),⿰田奇,"田 = rice field, 奇 = strange",SC::L1
跷,to raise one's foot,qiao1,Yao,⿰ (left-right),⿰𧾷尧,尧 = Yao,SC::L1
跺,to stamp one's feet,duo4,flouds,⿰ (left-right),⿰𧾷朵,朵 = flouds,SC::L1
跤,a tumble,jiao1,mingle,⿰ (left-right),⿰𧾷交,交 = mingle,SC::L1
蜈,centipede,wu2,insect + Wu,⿰ (left-right),⿰虫吴,"虫 = insect, 吴 = Wu",SC::L1
蜕,skin cast off during molting,tui4,insect + convert,⿰ (left-right),⿰虫兑,"虫 = insect, 兑 = convert",SC::L1
蜀,short name for Sichuan 四川[Si4 chuan1] province,Shu3,,⿱ (top-bottom),⿱罒𠣜,,SC::L1
幌,shop sign,huang3,towel + sway / limpid,⿰ (left-right),⿰巾晃,"巾 = towel, 晃 = sway / limpid",SC::L1
锚,anchor,mao2,seedling,⿰ (left-right),⿰钅苗,苗 = seedling,SC::L1
锥,cone,zhui1,turkey,⿰ (left-right),⿰钅隹,隹 = turkey,SC::L1
锰,manganese (chemistry),meng3,Mencius / start,⿰ (left-right),⿰钅孟,孟 = Mencius / start,SC::L1
衙,surname Ya,Ya2,I (literary),⿲ (left-mid-right),⿲彳吾亍,吾 = I (literary),SC::L1
腮,lower part of face,sai1,month + consider / think,⿰ (left-right),⿰月思,"月 = month, 思 = consider / think",SC::L1
鲍,surname Bao,Bao4,fish + wrap,⿰ (left-right),⿰鱼包,"鱼 = fish, 包 = wrap",SC::L1
馍,small loaf of steamed bread,mo2,nobody / shalt,⿰ (left-right),⿰饣莫,莫 = nobody / shalt,SC::L1
馏,to distill,liu2,stay / detain,⿰ (left-right),⿰饣留,留 = stay / detain,SC::L1
禀,to make a report (to a superior),bing3,show,⿱ (top-bottom),⿱㐭示,示 = show,SC::L1
痹,numbness,bi4,sickness,⿸ (top-left-wrap),⿸疒畀,疒 = sickness,SC::L1
誊,to transcribe,teng2,say,⿱ (top-bottom),⿱龹言,言 = say,SC::L1
滇,Yunnan province,Dian1,true,⿰ (left-right),⿰氵真,真 = true,SC::L1
漓,pattering (of rain),li2,leave,⿰ (left-right),⿰氵离,离 = leave,SC::L1
溺,to drown,ni4,weak,⿰ (left-right),⿰氵弱,弱 = weak,SC::L1
褂,Chinese-style unlined garment,gua4,,⿰ (left-right),⿰衤卦,,SC::L1
嫉,jealousy,ji2,woman + rapid / rapidly,⿰ (left-right),⿰女疾,"女 = woman, 疾 = rapid / rapidly",SC::L1
缤,used in 繽紛|缤纷[bin1 fen1],bin1,thread + visitor,⿰ (left-right),⿰纟宾,"纟 = thread, 宾 = visitor",SC::L1
剿,to plagiarize,chao1,nest,⿰ (left-right),⿰巢刂,巢 = nest,SC::L1
赘,(of a man) to move into the household of one's in-laws after marrying,zhui4,shellfish,⿱ (top-bottom),⿱敖贝,贝 = shellfish,SC::L1
墟,village,xu1,soil + false / void,⿰ (left-right),⿰土虚,"土 = soil, 虚 = false / void",SC::L1
摹,to imitate,mo2,nobody / shalt + hand,⿱ (top-bottom),⿱莫手,"莫 = nobody / shalt, 手 = hand",SC::L1
蔡,surname Cai,Cai4,flower + offer sacrifice / ritual,⿱ (top-bottom),⿱艹祭,"艹 = flower, 祭 = offer sacrifice / ritual",SC::L1
蔗,sugar cane,zhe4,flower,⿱ (top-bottom),⿱艹庶,艹 = flower,SC::L1
蔼,friendly,ai3,flower,⿱ (top-bottom),⿱艹谒,艹 = flower,SC::L1
槛,banister,jian4,tree + supervise,⿰ (left-right),⿰木监,"木 = tree, 监 = supervise",SC::L1
酵,yeast,jiao4,sign of the bird + filial piety,⿰ (left-right),⿰酉孝,"酉 = sign of the bird, 孝 = filial piety",SC::L1
碱,base,jian3,stone + everybody / salty,⿰ (left-right),⿰石咸,"石 = stone, 咸 = everybody / salty",SC::L1
辗,used in 輾轉|辗转[zhan3 zhuan3],nian3,car + unfold,⿰ (left-right),⿰车展,"车 = car, 展 = unfold",SC::L1
瞅,to look at,chou3,eye + autumn,⿰ (left-right),⿰目秋,"目 = eye, 秋 = autumn",SC::L1
墅,villa,shu4,wild / plains + soil,⿱ (top-bottom),⿱野土,"野 = wild / plains, 土 = soil",SC::L1
嘀,"sound of dripping water, a ticking clock etc",di1,mouth + antique,⿰ (left-right),⿰口啇,"口 = mouth, 啇 = antique",SC::L1
镀,"to plate (with gold, silver etc)",du4,degrees,⿰ (left-right),⿰钅度,度 = degrees,SC::L1
舔,to lick,tian3,tongue,⿰ (left-right),⿰舌忝,舌 = tongue,SC::L1
箕,winnow basket,ji1,his-hers-its-theirs,⿱ (top-bottom),⿱𥫗其,其 = his-hers-its-theirs,SC::L1
箫,"xiao, a vertical bamboo flute",xiao1,solemn,⿱ (top-bottom),⿱𥫗肃,肃 = solemn,SC::L1
瘩,scab,da2,sickness + answer: small bean,⿸ (top-left-wrap),⿸疒荅,"疒 = sickness, 荅 = answer: small bean",SC::L1
瘟,pestilence,wen1,sickness,⿸ (top-left-wrap),⿸疒昷,疒 = sickness,SC::L1
煽,to fan into a flame,shan1,fire + fan,⿰ (left-right),⿰火扇,"火 = fire, 扇 = fan",SC::L1
潇,deep and clear,xiao1,desolate,⿰ (left-right),⿰氵萧,萧 = desolate,SC::L1
漱,to rinse one's mouth with water,shu4,to suck in,⿰ (left-right),⿰氵欶,欶 = to suck in,SC::L1
漾,to overflow,yang4,,⿰ (left-right),⿰氵羕,,SC::L1
肇,at first,zhao4,brush,⿱ (top-bottom),⿱𢼄聿,聿 = brush,SC::L1
褪,to take off (clothes),tui4,retreat,⿰ (left-right),⿰衤退,退 = retreat,SC::L1
撵,to expel,nian3,fingers,⿰ (left-right),⿰扌辇,扌 = fingers,SC::L1
撩,to lift up (sth hanging down),liao1,fingers + pup tent,⿰ (left-right),⿰扌尞,"扌 = fingers, 尞 = pup tent",SC::L1
撮,to pick up (a powder etc) with the fingertips,cuo1,fingers + most / utmost,⿰ (left-right),⿰扌最,"扌 = fingers, 最 = most / utmost",SC::L1
撬,to lift,qiao4,fingers,⿰ (left-right),⿰扌毳,扌 = fingers,SC::L1
擒,to capture,qin2,fingers + fowl,⿰ (left-right),⿰扌禽,"扌 = fingers, 禽 = fowl",SC::L1
鞍,saddle,an1,leather + peaceful / relax,⿰ (left-right),⿰革安,"革 = leather, 安 = peaceful / relax",SC::L1
蕊,stamen,rui3,flower,⿱ (top-bottom),⿱艹惢,艹 = flower,SC::L1
樟,camphor,zhang1,tree + chapter / badge,⿰ (left-right),⿰木章,"木 = tree, 章 = chapter / badge",SC::L1
豌,used in 豌豆[wan1 dou4],wan1,beans + winding / address,⿰ (left-right),⿰豆宛,"豆 = beans, 宛 = winding / address",SC::L1
磊,lumpy,lei3,stone,⿱ (top-bottom),⿱石砳,石 = stone,SC::L1
碾,stone roller,nian3,stone + unfold,⿰ (left-right),⿰石展,"石 = stone, 展 = unfold",SC::L1
霄,firmament,xiao1,rain + resemble / resemblance,⿱ (top-bottom),⿱雨肖,"雨 = rain, 肖 = resemble / resemblance",SC::L1
嘹,clear sound,liao2,mouth + pup tent,⿰ (left-right),⿰口尞,"口 = mouth, 尞 = pup tent",SC::L1
蝎,scorpion,xie1,insect + siesta,⿰ (left-right),⿰虫曷,"虫 = insect, 曷 = siesta",SC::L1
蝌,tadpole,ke1,insect + academic discipline / department,⿰ (left-right),⿰虫科,"虫 = insect, 科 = academic discipline / department",SC::L1
蝙,used in 蝙蝠[bian1 fu2],bian1,insect + flat,⿰ (left-right),⿰虫扁,"虫 = insect, 扁 = flat",SC::L1
幢,pennant (in ancient China),chuang2,towel + juvenile,⿰ (left-right),⿰巾童,"巾 = towel, 童 = juvenile",SC::L1
镐,a pick,gao3,tall,⿰ (left-right),⿰钅高,高 = tall,SC::L1
镑,pound (sterling) (loanword),bang4,side,⿰ (left-right),⿰钅旁,旁 = side,SC::L1
稽,surname Ji,Ji1,standing grain + remarkable / understandably + purpose / delicious,⿰ (left-right),⿰禾⿱尤旨,"禾 = standing grain, 尤 = remarkable / understandably, 旨 = purpose / delicious",SC::L1
篓,basket (2),lou3,bride,⿱ (top-bottom),⿱𥫗娄,娄 = bride,SC::L1
鲫,bastard carp,ji4,fish + immediately / instant,⿰ (left-right),⿰鱼即,"鱼 = fish, 即 = immediately / instant",SC::L1
褒,to praise,bao1,top hat + safeguard / protect,⿳ (top-mid-bottom),⿳亠保𧘇,"亠 = top hat, 保 = safeguard / protect",SC::L1
瘪,deflated,bie3,sickness + oneself + lifeguard,⿸ (top-left-wrap),⿸疒⿱自仑,"疒 = sickness, 自 = oneself, 仑 = lifeguard",SC::L1
澎,Taiwan pr. [peng1],peng2,Peng,⿰ (left-right),⿰氵彭,彭 = Peng,SC::L1
鲨,shark,sha1,sand / grains of sand + fish,⿱ (top-bottom),⿱沙鱼,"沙 = sand / grains of sand, 鱼 = fish",SC::L1
澈,clear (water),che4,,⿰ (left-right),⿰氵𰕎,,SC::L1
澜,swelling water,lan2,,⿰ (left-right),⿰氵阑,,SC::L1
憔,used in 憔悴[qiao2 cui4],qiao2,apprehensive / char,⿰ (left-right),⿰忄焦,焦 = apprehensive / char,SC::L1
翩,to fly fast,pian1,flat + feathers,⿰ (left-right),⿰扁羽,"扁 = flat, 羽 = feathers",SC::L1
褥,cushion,ru4,sign of the dragon + Chinese inch / measurement,⿰ (left-right),⿰衤⿸辰寸,"辰 = sign of the dragon, 寸 = Chinese inch / measurement",SC::L1
憨,silly,han1,brave / daring + heart,⿱ (top-bottom),⿱敢心,"敢 = brave / daring, 心 = heart",SC::L1
缭,to wind round,liao2,thread + pup tent,⿰ (left-right),⿰纟尞,"纟 = thread, 尞 = pup tent",SC::L1
擂,to pound (with a mortar and pestle),lei2,fingers + thunder,⿰ (left-right),⿰扌雷,"扌 = fingers, 雷 = thunder",SC::L1
