character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,deck,tags
书,book,,1393,,"Shū: abbr. for 書經|书经[shū jīng] | shū: book, letter, document, CL:本[běn],冊|册[cè],部[bù]",key + clothes hanger + walking stick + a drop of,⿺ (bottom-left-wrap),⿺⿻⿱𠃍𠃌丨丶,"<span style=""color:#1a5276"">囧侯－亻－矢</span> <span style=""color:#666"">key</span><br><span style=""color:#1a5276"">𠃌</span> <span style=""color:#666"">clothes hanger</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",RSH,RSH1::L49
买,buy,,858,,"mǎi: to buy, to purchase",beret + bust,⿱ (top-bottom),⿱乛头,"<span style=""color:#1a5276"">乛</span> <span style=""color:#666"">beret</span><br><span style=""color:#1a5276"">头</span> <span style=""color:#666"">head</span> <span style=""color:#999"">(alias: bust)</span>",RSH,RSH1::L27
乱,chaos / riot,,100,72,"luàn: in confusion or disorder, in a confused state of mind, disorder, upheaval",tongue + fishhook,⿰ (left-right),⿰舌乚,"<span style=""color:#1a5276"">舌</span> <span style=""color:#666"">tongue</span><br><span style=""color:#1a5276"">乙</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: fishhook)</span>",RSH RTK,RSH1::L06 RTK1v5::L05
乳,breast / milk,2362,2430,729,"rǔ: breast, milk",fledglings + fishhook,⿰ (left-right),⿰孚乚,"<span style=""color:#1a5276"">孚</span> <span style=""color:#666"">fledglings</span><br><span style=""color:#1a5276"">乙</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: fishhook)</span>",RSH RTH RTK,RSH2::L36 RTH2::L36 RTK1v5::L23
乾,dry / drought,436,,463,"qián: one of the Eight Trigrams 八卦[bā guà], symbolizing heaven, male principle, ☰ | gān: dry, clean, in vain, dried food",mist + beg,⿰ (left-right),⿰𠦝乞,"<span style=""color:#1a5276"">𠦝</span> <span style=""color:#666"">mist</span><br><span style=""color:#1a5276"">乞</span> <span style=""color:#666"">beg</span>",RTH RTK,RTH1::L18 RTK1v5::L18 primitive
亀,tortoise,,,534,,dagger + prosperous + hook,⿱ (top-bottom),⿱⺈{93},"<span style=""color:#1a5276"">⺈</span> <span style=""color:#666"">sword</span> <span style=""color:#999"">(alias: dagger)</span><br><span style=""color:#1a5276"">昌</span> <span style=""color:#666"">prosperous</span><br><span style=""color:#1a5276"">乚</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span>",RTK,RTK1v5::L21
亂,chaos,1500,,,"luàn: in confusion or disorder, in a confused state of mind, disorder, upheaval",dropdrop + eyedropper + eyedropper + dropdrop + beret + eyedropper + glass cover + 𠃋 + eyedropper + right hand + hook,⿰ (left-right),⿰𤔔乚,"<span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">乛</span> <span style=""color:#666"">beret</span><br><span style=""color:#1a5276"">冂</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span><br><span style=""color:#1a5276"">又</span> <span style=""color:#666"">again</span> <span style=""color:#999"">(alias: right hand)</span><br><span style=""color:#1a5276"">乚</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span>",RTH,RTH1::L55
了,(-ed) / complete,95,101,97,"le: (modal particle intensifying preceding clause), (completed action marker) | liǎo: to finish, to achieve, to understand, (of eyes) bright",child,⿱ (top-bottom),⿱乛亅,"<span style=""color:#1a5276"">子</span> <span style=""color:#666"">child</span>",RSH RTH RTK,RSH1::L06 RTH1::L06 RTK1v5::L06
予,bestow / beforehand,936,1007,1593,"yú: (archaic) I, me | yǔ: to give",spear,⿱ (top-bottom),⿱龴𠄐,"<span style=""color:#1a5276"">矛</span> <span style=""color:#666"">spear</span>",RSH RTH RTK,RSH1::L32 RTH1::L32 RTK1v5::L41 primitive
争,contend,,951,1154,"zhēng: to strive for, to vie for, to argue or debate, deficient or lacking (dialect)",bound up + rake,⿱ (top-bottom),⿱⺈⿻{43}亅,"<span style=""color:#1a5276"">勹</span> <span style=""color:#666"">bound up</span><br><span style=""color:#1a5276"">肀</span> <span style=""color:#666"">rake</span>",RSH RTK,RSH1::L30 RTK1v5::L31
事,matter,878,953,1156,"shì: matter, thing, item, work",one + mouth + rake,⿻ (overlaid),⿻⿱𠮛{43}亅,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor, ceiling)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">肀</span> <span style=""color:#666"">rake</span>",RSH RTH RTK,RSH1::L30 RTH1::L30 RTK1v5::L31
二,two,2,2,2,"èr: two, 2, stupid (Beijing dialect)",one,⿱ (top-bottom),⿱一一,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor, ceiling)</span>",RSH RTH RTK,RSH1::L01 RTH1::L01 RTK1v5::L01
于,Yu,1230,1283,,"yú: to go, to take, sentence-final interrogative particle, variant of 於|于[yú]",clothesline,⿱ (top-bottom),⿱一𬺰,"<span style=""color:#1a5276"">干</span> <span style=""color:#666"">dry</span> <span style=""color:#999"">(alias: clothesline)</span>",RSH RTH,RSH1::L42 RTH1::L42 primitive
亏,loss,,2286,,"kuī: deficiency, deficit, luckily",snare,⿱ (top-bottom),⿱一丂,"<span style=""color:#1a5276"">丂</span> <span style=""color:#666"">snare</span>",RSH,RSH2::L32 primitive
云,utter / quote / cloud,395,428,2102,"yún: (classical) to say, cloud, CL:朵[duǒ] | Yún: surname Yun, abbr. for Yunnan Province 雲南省|云南省[Yún nán shěng]",two + 𠃋 + eyedropper,⿱ (top-bottom),⿱二厶,"<span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",RSH RTH RTK,RSH1::L18 RTH1::L18 RTK3v2::CH01 primitive
互,mutual / mutually,629,681,757,hù: mutual,wall,⿱ (top-bottom),⿱一彑,"<span style=""color:#1a5276"">囧会－亼</span> <span style=""color:#666"">wall</span>",RSH RTH RTK,RSH1::L22 RTH1::L22 RTK1v5::L23
五,five,5,5,5,"wǔ: five, 5",floor + ㇯,⿱ (top-bottom),⿱一𫝀,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span>",RSH RTH RTK,RSH1::L01 RTH1::L01 RTK1v5::L01
井,well,1312,1360,1806,"jǐng: a well, CL:口[kǒu], neat, orderly | Jǐng: Jing, one of the 28 constellations of Chinese astronomy, surname Jing",two + drop + walking stick,⿻ (overlaid),⿻二⿰丿丨,"<span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span><br><span style=""color:#1a5276"">丿</span> <span style=""color:#666"">drop</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span>",RSH RTH RTK,RSH1::L47 RTH1::L47 RTK1v5::L48
亘,span,,,32,,floor + daybreak,⿱ (top-bottom),⿱一旦,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">旦</span> <span style=""color:#666"">daybreak</span>",RTK,RTK1v5::L02
亙,span [old],,,2985,,floor + {122} + eyedropper,⿱ (top-bottom),⿱一⿴{122}丶,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",RTK,RTK3v2::CH06
亚,Asia,,1353,,"yà: Asia, Asian, second, next to",one + profession,⿱ (top-bottom),⿱一业,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor, ceiling)</span><br><span style=""color:#1a5276"">业</span> <span style=""color:#666"">profession</span>",RSH,RSH1::L46
些,somewhat / whit,427,461,2046,"xiē: some, few, several, measure word indicating a small amount or small number (greater than 1)",this (literary) + two,⿱ (top-bottom),⿱此二,"<span style=""color:#1a5276"">此</span> <span style=""color:#666"">this (literary)</span><br><span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span>",RSH RTH RTK,RSH1::L18 RTH1::L18 RTK3v2::CH01
亜,Asia,,,1809,,floor + mouth + walking stick + walking stick + floor,⿳ (top-mid-bottom),⿳一⿻口⿰丨丨一,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span>",RTK,RTK1v5::L48
亞,Asia,1313,,,"yà: Asia, Asian, second, next to",{40} + floor,⿱ (top-bottom),⿱{40}一,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span>",RTH,RTH1::L47
亠,top hat,,,,,six + animal legs,⿱ (top-bottom),⿱丶一,"<span style=""color:#1a5276"">六</span> <span style=""color:#666"">six</span><br><span style=""color:#1a5276"">囧只－口</span> <span style=""color:#666"">animal legs</span>",,primitive
亡,deceased,457,490,485,"wáng: to die, to lose, to be gone, to flee",top hat + hook,⿱ (top-bottom),⿱亠𠃊,"<span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span><br><span style=""color:#1a5276"">乙</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span>",RSH RTH RTK,RSH1::L19 RTH1::L19 RTK1v5::L19 primitive
亢,whirlwind,,,,"Kàng: surname Kang, Kang, one of the 28 constellations | kàng: high, overbearing, excessive",top hat + wind,⿱ (top-bottom),⿱亠几,"<span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span><br><span style=""color:#1a5276"">几</span> <span style=""color:#666"">how many?</span> <span style=""color:#999"">(alias: wind)</span>",,primitive
交,mingle,969,1046,1275,"jiāo: to hand over, to deliver, to pay (money), to turn over",top hat + father,⿱ (top-bottom),⿱亠父,"<span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span><br><span style=""color:#1a5276"">父</span> <span style=""color:#666"">father</span>",RSH RTH RTK,RSH1::L33 RTH1::L33 RTK1v5::L34
亥,sign of the hog,1136,1196,1519,"hài: 12th earthly branch: 9-11 p.m., 10th solar month (7th November-6th December), year of the Boar",top hat + elbow + person,⿱ (top-bottom),⿱丶𠀔,"<span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span><br><span style=""color:#1a5276"">厶</span> <span style=""color:#666"">elbow</span><br><span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span>",RSH RTH RTK,RSH1::L38 RTH1::L38 RTK1v5::L39 primitive
亦,likewise,1496,1491,,yì: also,top hat + animal legs + saber,⿱ (top-bottom),⿱亠⿻⿰丿亅八,"<span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span><br><span style=""color:#1a5276"">囧只－口</span> <span style=""color:#666"">animal legs</span><br><span style=""color:#1a5276"">刀</span> <span style=""color:#666"">sword</span> <span style=""color:#999"">(alias: saber)</span>",RSH RTH,RSH1::L55 RTH1::L55 primitive
产,products,,1314,,"chǎn: to give birth, to reproduce, to produce, product",standing up + cliff,⿳ (top-mid-bottom),⿳亠丷厂,"<span style=""color:#1a5276"">立</span> <span style=""color:#666"">standing up</span> <span style=""color:#999"">(alias: vase)</span><br><span style=""color:#1a5276"">厂</span> <span style=""color:#666"">factory</span> <span style=""color:#999"">(alias: cliff)</span>",RSH,RSH1::L44 primitive
亨,go smoothly,1607,1638,3001,"hēng: prosperous, henry (unit of inductance)",tall + -ed,⿳ (top-mid-bottom),⿳亠口了,"<span style=""color:#1a5276"">高</span> <span style=""color:#666"">tall</span> <span style=""color:#999"">(alias: tiara)</span><br><span style=""color:#1a5276"">了</span> <span style=""color:#666"">-ed</span>",RSH RTH RTK,RSH2::L14 RTH2::L14 RTK3v2::CH14
亩,Chinese acre,,324,,"mǔ: classifier for fields, unit of area equal to one fifteenth of a hectare",rice field + top hat,⿱ (top-bottom),⿱亠田,"<span style=""color:#1a5276"">田</span> <span style=""color:#666"">rice field</span> <span style=""color:#999"">(alias: brains)</span><br><span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span>",RSH,RSH1::L14
享,enjoy / receive,297,326,308,"xiǎng: to enjoy, to benefit, to have the use of",child + tall,⿳ (top-mid-bottom),⿳亠口子,"<span style=""color:#1a5276"">子</span> <span style=""color:#666"">child</span><br><span style=""color:#1a5276"">高</span> <span style=""color:#666"">tall</span> <span style=""color:#999"">(alias: tiara)</span>",RSH RTH RTK,RSH1::L14 RTH1::L14 RTK1v5::L14
京,capital,301,330,312,"Jīng: abbr. for Beijing, surname Jing, Jing ethnic minority | jīng: capital city of a country, big, algebraic term for a large number (old), artificial mound (old)",tall + small,⿱ (top-bottom),⿱亠𱒃,"<span style=""color:#1a5276"">高</span> <span style=""color:#666"">tall</span> <span style=""color:#999"">(alias: tiara)</span><br><span style=""color:#1a5276"">小</span> <span style=""color:#666"">small</span>",RSH RTH RTK,RSH1::L14 RTH1::L14 RTK1v5::L14 primitive
亭,pavilion,299,328,311,"tíng: pavilion, booth, kiosk, erect",spike + tiara,⿱ (top-bottom),⿱{87}丁,"<span style=""color:#1a5276"">丁</span> <span style=""color:#666"">fourth</span> <span style=""color:#999"">(alias: spike)</span><br><span style=""color:#1a5276"">高</span> <span style=""color:#666"">tall</span> <span style=""color:#999"">(alias: tiara)</span>",RSH RTH RTK,RSH1::L14 RTH1::L14 RTK1v5::L14
亮,shiny / translucent,300,329,2920,"liàng: bright, clear, resonant, to shine",tiara + wind,⿱ (top-bottom),⿱{87}几,"<span style=""color:#1a5276"">高</span> <span style=""color:#666"">tall</span> <span style=""color:#999"">(alias: tiara)</span><br><span style=""color:#1a5276"">几</span> <span style=""color:#666"">how many?</span> <span style=""color:#999"">(alias: wind)</span>",RSH RTH RTK,RSH1::L14 RTH1::L14 RTK3v2::CH03
亲,relatives,,1190,,"qīn: parent, one's own (flesh and blood), relative, related | qìng: parents-in-law of one's offspring",chili pepper + small,⿱ (top-bottom),⿱立木,"<span style=""color:#1a5276"">辛</span> <span style=""color:#666"">peppery</span> <span style=""color:#999"">(alias: chili pepper)</span><br><span style=""color:#1a5276"">小</span> <span style=""color:#666"">small</span>",RSH,RSH1::L38
亶,Mr. Hyde,,,,dǎn: sincere,top hat + return + daybreak,⿱ (top-bottom),⿱㐭旦,"<span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span><br><span style=""color:#1a5276"">回</span> <span style=""color:#666"">return</span><br><span style=""color:#1a5276"">旦</span> <span style=""color:#666"">daybreak</span>",,primitive
人,person,736,793,951,"rén: man, person, people, CL:個|个[gè],位[wèi]",,,人,,RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27 primitive
亼,meeting,,,,jí: variant of 集[jí],umbrella,⿱ (top-bottom),⿱𠆢一,"<span style=""color:#1a5276"">𠆢</span> <span style=""color:#666"">umbrella</span>",,primitive
亿,one hundred million,,2066,,yì: 100 million,person + fishhook,⿰ (left-right),⿰亻乙,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">乙</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: fishhook)</span>",RSH,RSH2::L26
什,what? / X,743,802,2968,"shí: ten (used in fractions, writing checks etc), assorted, miscellaneous | shén: what",person + needle,⿰ (left-right),⿰亻十,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">十</span> <span style=""color:#666"">ten</span> <span style=""color:#999"">(alias: needle)</span>",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK3v2::CH06
仁,benevolence / humanity,761,820,988,"rén: humane, kernel",two + person,⿰ (left-right),⿰亻二,"<span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span><br><span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span>",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27
仄,insinuate,,,2153,,floor + drop + person,⿸ (top-left-wrap),⿸厂人,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丿</span> <span style=""color:#666"">drop</span><br><span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span>",RTK,RTK3v2::CH02
