character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,deck,tags
伽,look after,,,2115,,dropdrop + walking stick + add,⿰ (left-right),⿰亻加,"㇒ = dropdrop, 丨 = walking stick, 加 = add",RTK,RTK3v2::CH02
佃,work a field,,,2111,,dropdrop + walking stick + pent in + floor + walking stick,⿰ (left-right),⿰亻田,"㇒ = dropdrop, 丨 = walking stick, 囗 = pent in, 一 = floor",RTK,RTK3v2::CH02
但,however,747,805,953,"dàn: but, yet, however, only",person + daybreak,⿰ (left-right),⿰亻旦,"人 = person, 旦 = daybreak",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27
位,position / rank,749,807,955,"wèi: position, location, place, seat",person + vase,⿰ (left-right),⿰亻立,"人 = person, 立 = vase",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27
低,low / lower,1332,1375,1831,"dī: low, beneath, to lower (one's head), to let droop",person + calling card,⿰ (left-right),⿰亻氐,"人 = person, 氐 = calling card",RSH RTH RTK,RSH1::L48 RTH1::L48 RTK1v5::L49
住,dwell,748,806,954,"zhù: to live, to dwell, to stay, to reside",person + candlestick,⿰ (left-right),⿰亻主,"人 = person, 主 = candlestick",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27
佐,assistant,2000,2064,952,"zuǒ: to assist, assistant, aide, to accompany",person + left,⿰ (left-right),⿰亻左,"人 = person, 左 = left",RSH RTH RTK,RSH2::L26 RTH2::L26 RTK1v5::L27
佑,bless / adjutant,1999,2063,2126,"yòu: to assist, to protect",person + right,⿰ (left-right),⿰亻右,"人 = person, 右 = right",RSH RTH RTK,RSH2::L26 RTH2::L26 RTK3v2::CH02
体,body,,813,957,"tǐ: body, form, style, system",person + notebook,⿰ (left-right),⿰亻本,"人 = person, 本 = notebook",RSH RTK,RSH1::L26 RTK1v5::L27
何,whatwhichwhowherewhy?,774,835,1012,"hé: what, how, why, which",person + can,⿰ (left-right),⿰亻可,"人 = person, 可 = can",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27
余,moi / excess / too much,1232,1285,1657,"yú: (archaic) I, me, variant of 餘|余, surplus, extra",umbrella + clothing conveyor + small,⿱ (top-bottom),⿱𠆢⿱一朩,"𠆢 = umbrella, 于 = clothing conveyor, 小 = small",RSH RTH RTK,RSH1::L42 RTH1::L42 RTK1v5::L43 primitive
作,do / make,868,940,1142,"zuò: to do, to grow, to write or compose, to pretend",person + saw,⿰ (left-right),⿰亻乍,"人 = person, 乍 = saw",RSH RTH RTK,RSH1::L30 RTH1::L30 RTK1v5::L31
佥,hootenanny,,,,qiān: all,meeting + owl + floor,⿳ (top-mid-bottom),⿳{88}𭕄一,"亼 = meeting, 囧应－广 = owl, 一 = floor",,primitive
佳,superb / excellent,2005,2070,970,"jiā: beautiful, fine, good",person + bricks,⿰ (left-right),⿰亻圭,"人 = person, 圭 = bricks",RSH RTH RTK,RSH2::L26 RTH2::L26 RTK1v5::L27
併,combine / join,798,,1030,"bìng: to combine, to amalgamate",dropdrop + walking stick + puzzle,⿰ (left-right),⿰亻并,"㇒ = dropdrop, 丨 = walking stick, 并 = puzzle",RTH RTK,RTH1::L27 RTK1v5::L28 primitive
佼,comely,,,2109,,dropdrop + walking stick + mingle,⿰ (left-right),⿰亻交,"㇒ = dropdrop, 丨 = walking stick, 交 = mingle",RTK,RTK3v2::CH02
使,use,777,838,990,"shǐ: to make, to cause, to enable, to use",person + 100 Chinese inches + mouth,⿰ (left-right),⿰亻吏,"人 = person, 丈 = 100 Chinese inches, 口 = mouth",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27
侃,integrity,,,2123,,dropdrop + walking stick + mouth + drop + walking stick + hook,⿰ (left-right),⿰亻⿱口𫶧,"㇒ = dropdrop, 丨 = walking stick, 口 = mouth, 丿 = drop, 乚 = hook",RTK,RTK3v2::CH02
例,example,756,816,972,"lì: example, precedent, rule, case",person + line up,⿰ (left-right),⿰亻列,"人 = person, 列 = line up",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27
侍,serve / waiter,2006,2071,976,"shì: to serve, to attend upon",person + Buddhist temple,⿰ (left-right),⿰亻寺,"人 = person, 寺 = Buddhist temple",RSH RTH RTK,RSH2::L26 RTH2::L26 RTK1v5::L27
侑,condone,,,3002,,dropdrop + walking stick + possess,⿰ (left-right),⿰亻有,"㇒ = dropdrop, 丨 = walking stick, 有 = possess",RTK,RTK3v2::CH14
供,supply / submit,1307,1357,1796,"gōng: to provide, to supply | gòng: sacrificial offering, to confess",person + together,⿰ (left-right),⿰亻共,"人 = person, 共 = together",RSH RTH RTK,RSH1::L46 RTH1::L46 RTK1v5::L47
依,depend on / reliant,755,815,971,"yī: to depend on, to comply with or listen to sb, according to, in the light of",person + clothing,⿰ (left-right),⿰亻衣,"人 = person, 衣 = clothing",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27
侠,chivalrous person / chivalry,,2096,2107,"xiá: knight-errant, brave and chivalrous, hero, heroic",person + press from both sides,⿰ (left-right),⿰亻夹,"人 = person, 夹 = press from both sides",RSH RTK,RSH2::L26 RTK3v2::CH02
価,value,,,1603,,dropdrop + walking stick + floor + mouth + walking stick + walking stick,⿰ (left-right),⿰亻覀,"㇒ = dropdrop, 丨 = walking stick, 一 = floor, 口 = mouth",RTK,RTK1v5::L41
侭,as is,,,2125,,dropdrop + walking stick + exhausted,⿰ (left-right),⿰亻尽,"㇒ = dropdrop, 丨 = walking stick, 尽 = exhausted",RTK,RTK3v2::CH02
侮,insult / scorn,2018,2084,989,"wǔ: to insult, to ridicule, to disgrace",person + every,⿰ (left-right),⿰亻每,"人 = person, 每 = every",RSH RTH RTK,RSH2::L26 RTH2::L26 RTK1v5::L27
侯,marquis,1216,1273,1639,"hóu: marquis, second of the five orders of ancient Chinese nobility 五等爵位[wǔ děng jué wèi], nobleman or high official",person + key + dart,⿰ (left-right),⿰亻⿱{14}矢,"人 = person, 囧侯－亻－矢 = key, 矢 = dart",RSH RTH RTK,RSH1::L41 RTH1::L41 RTK1v5::L42
侵,invade / encroach,2185,2203,1148,"qīn: to invade, to encroach, to infringe, to approach",person + dunce,⿰ (left-right),⿰亻𠬶,"人 = person, 囧浸－氵 = dunce",RSH RTH RTK,RSH2::L30 RTH2::L31 RTK1v5::L31
侶,associate / partner,801,,2121,lǚ: companion,dropdrop + walking stick + mouth + dropdrop + mouth,⿰ (left-right),⿰亻呂,"㇒ = dropdrop, 丨 = walking stick, 口 = mouth",RTH RTK,RTH1::L27 RTK3v2::CH02
便,convenient / convenience,775,836,991,"biàn: ordinary, plain, convenient, as convenient | pián: advantageous, cheap",person + even more,⿰ (left-right),⿰亻更,"人 = person, 更 = even more",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27
係,relate to / person in charge,1040,,1392,"xì: to connect, to relate to, to tie up, to bind",dropdrop + walking stick + lineage,⿰ (left-right),⿰亻系,"㇒ = dropdrop, 丨 = walking stick, 系 = lineage",RTH RTK,RTH1::L35 RTK1v5::L36
促,urge / stimulate,2259,2318,1280,"cù: urgent, hurried, to urge, to promote",person + lower leg,⿰ (left-right),⿰亻足,"人 = person, 足 = lower leg",RSH RTH RTK,RSH2::L33 RTH2::L33 RTK1v5::L34
俄,Russia / abrupt,2024,2097,2110,"é: suddenly, very soon, Russian (Taiwan pr. [è])",person + miser,⿰ (left-right),⿰亻我,"人 = person, 囧我 = miser",RSH RTH RTK,RSH2::L26 RTH2::L26 RTK3v2::CH02
俊,pretty / handsome / sagacious,2405,2477,1014,"zùn: (dialectal pronunciation of 俊[jùn]), cool, neat | jùn: smart, eminent, handsome, talented",person + streetwalker,⿰ (left-right),⿰亻夋,"人 = person, 夋 = streetwalker",RSH RTH RTK,RSH2::L37 RTH2::L37 RTK1v5::L27
俗,custom / vulgar,2028,2095,968,"sú: custom, convention, popular, common",person + valley,⿰ (left-right),⿰亻谷,"人 = person, 谷 = valley",RSH RTH RTK,RSH2::L26 RTH2::L26 RTK1v5::L27
保,safeguard / protect,764,823,997,"Bǎo: Bulgaria, Bulgarian, abbr. for 保加利亞|保加利亚[Bǎo jiā lì yà] | bǎo: to defend, to protect, to keep, to guarantee",person + dim-witted,⿰ (left-right),⿰亻呆,"人 = person, 呆 = dim-witted",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27
俞,slaughterhouse,,,,"yú: yes (used by Emperor or ruler), OK, to accede, to assent",meeting + butcher,⿱ (top-bottom),⿱{88}⿰⺝刂,"亼 = meeting, 刖 = butcher",,primitive
信,faith,754,814,969,"xìn: letter, mail, CL:封[fēng], to trust",person + words,⿰ (left-right),⿰亻言,"人 = person, 言 = words",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27
俣,fork in a road,,,2127,,dropdrop + walking stick + Heaven in your Mouth,⿰ (left-right),⿰亻吴,"㇒ = dropdrop, 丨 = walking stick, 吴 = Heaven in your Mouth",RTK,RTK3v2::CH02
修,repair / discipline,1269,1312,1722,"xiū: to decorate, to embellish, to repair, to build",person + walking stick + walking legs + rooster tail,⿲ (left-mid-right),⿲亻丨⿱夂彡,"人 = person, 丨 = walking stick, 夂 = walking legs, 彡 = rooster tail",RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45
俳,haiku,,,1633,,dropdrop + walking stick + three + walking stick + walking stick + three,⿰ (left-right),⿰亻非,"㇒ = dropdrop, 丨 = walking stick, 三 = three",RTK,RTK1v5::L42
俵,bag,,,1547,,dropdrop + walking stick + surface,⿰ (left-right),⿰亻表,"㇒ = dropdrop, 丨 = walking stick, 表 = surface",RTK,RTK1v5::L40
俸,stipend,,,1574,,dropdrop + walking stick + proffer,⿰ (left-right),⿰亻奉,"㇒ = dropdrop, 丨 = walking stick, 奉 = proffer",RTK,RTK1v5::L40
俺,we (exclusive) / myself,2032,2945,2058,ǎn: I (northern dialects),person + hang glider,⿰ (left-right),⿰亻奄,"人 = person, 奄 = hang glider",RSH RTH RTK,RSH2::L55 RTH2::L26 RTK3v2::CH01
倅,my son,,,2131,,dropdrop + walking stick + foot soldiers,⿰ (left-right),⿰亻卒,"㇒ = dropdrop, 丨 = walking stick, 卒 = foot soldiers",RTK,RTK3v2::CH02
倉,storehouse / godown,1209,,1630,"cāng: barn, granary, storehouse, cabin",umbrella + eyedropper + drop + {50} + floor + mouth,⿱ (top-bottom),⿱⿵𠆢丶⿸{95}口,"𠆢 = umbrella, 丶 = eyedropper, 丿 = drop, 一 = floor, 口 = mouth",RTH RTK,RTH1::L41 RTK1v5::L42
個,individual,757,,973,"gè: individual, this, that, size",dropdrop + walking stick + solid,⿰ (left-right),⿰亻固,"㇒ = dropdrop, 丨 = walking stick, 固 = solid",RTH RTK,RTH1::L26 RTK1v5::L27
倍,times / double,2019,2085,992,"bèi: (two, three etc) -fold, times (multiplier), double, to increase or multiply",person + muzzle,⿰ (left-right),⿰亻咅,"人 = person, 咅 = muzzle",RSH RTH RTK,RSH2::L26 RTH2::L26 RTK1v5::L27
倒,upside down / overthrow,760,819,980,"dǎo: to fall, to collapse, to topple, to fail | dào: to place upside down, to invert, to pour, to throw out",person + arrive,⿰ (left-right),⿰亻到,"人 = person, 到 = arrive",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27
倖,bliss,,,2119,,dropdrop + walking stick + good fortune,⿰ (left-right),⿰亻幸,"㇒ = dropdrop, 丨 = walking stick, 幸 = good fortune",RTK,RTK3v2::CH02
候,wait / climate,1217,1274,1640,"hòu: to wait, to inquire after, to watch, season",marquis + walking stick,⿲ (left-mid-right),⿲亻丨⿱{14}矢,"侯 = marquis, 丨 = walking stick",RSH RTH RTK,RSH1::L41 RTH1::L41 RTK1v5::L42
借,borrow,898,974,1186,"jiè: to lend, to borrow, by means of, to take (an opportunity)",person + times past,⿰ (left-right),⿰亻昔,"人 = person, 昔 = times past",RSH RTH RTK,RSH1::L31 RTH1::L31 RTK1v5::L32
倠,birdman,,,,,person + turkey,⿰ (left-right),⿰亻隹,"人 = person, 隹 = turkey",,primitive
倣,emulate,,,979,,dropdrop + walking stick + release,⿰ (left-right),⿰亻放,"㇒ = dropdrop, 丨 = walking stick, 放 = release",RTK,RTK1v5::L27
値,price,,,978,,dropdrop + walking stick + 𠃊 + floor + walking stick + pent in + floor + floor,⿰ (left-right),⿰亻⿺𠃊𥃭,"㇒ = dropdrop, 丨 = walking stick, 一 = floor, 囗 = pent in",RTK,RTK1v5::L27
倦,worn out / fed up,2383,2448,2108,juàn: tired,person + exam paper,⿰ (left-right),⿰亻卷,"人 = person, 卷 = exam paper",RSH RTH RTK,RSH2::L36 RTH2::L36 RTK3v2::CH02
倫,human relationships / ethics,2721,,1821,"lún: human relationship, order, coherence",dropdrop + walking stick + umbrella + floor + glass cover + floor + walking stick + walking stick,⿰ (left-right),⿰亻侖,"㇒ = dropdrop, 丨 = walking stick, 𠆢 = umbrella, 一 = floor, 冂 = glass cover",RTH RTK,RTH2::L47 RTK1v5::L48
倭,Yamato,,,2106,,dropdrop + walking stick + committee,⿰ (left-right),⿰亻委,"㇒ = dropdrop, 丨 = walking stick, 委 = committee",RTK,RTK3v2::CH02
倶,mate,,,2124,,dropdrop + walking stick + pent in + floor + floor + floor + drop + ㇏,⿰ (left-right),⿰亻⿳目一八,"㇒ = dropdrop, 丨 = walking stick, 囗 = pent in, 一 = floor, 丿 = drop",RTK,RTK3v2::CH02
倹,frugal,,,1674,,dropdrop + walking stick + umbrella + floor + mouth + person,⿰ (left-right),⿰亻㑒,"㇒ = dropdrop, 丨 = walking stick, 𠆢 = umbrella, 一 = floor, 口 = mouth, 人 = person",RTK,RTK1v5::L43
偉,great / admirable,1223,,1643,"wěi: big, large, great",dropdrop + walking stick + ㇯ + mouth + floor + 𠃋 + walking stick,⿰ (left-right),⿰亻韋,"㇒ = dropdrop, 丨 = walking stick, 口 = mouth, 一 = floor",RTH RTK,RTH1::L41 RTK1v5::L42
偏,partial,2719,2787,1823,"piān: to lean, to slant, oblique, prejudiced",person + book cover,⿰ (left-right),⿰亻扁,"人 = person, 扁 = book cover",RSH RTH RTK,RSH2::L47 RTH2::L47 RTK1v5::L48
做,make / make do,746,804,2132,"zuò: to do, to make, to produce, to write",person + deliberately,⿰ (left-right),⿰亻故,"人 = person, 故 = deliberately",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK3v2::CH02
停,halt,759,818,977,"tíng: to stop, to halt, to park (a car)",person + pavilion,⿰ (left-right),⿰亻亭,"人 = person, 亭 = pavilion",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27
健,healthy,758,817,974,"jiàn: healthy, to invigorate, to strengthen, to be good at",person + build,⿰ (left-right),⿰亻建,"人 = person, 建 = build",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27
偲,memorial,,,2129,,dropdrop + walking stick + consider,⿰ (left-right),⿰亻思,"㇒ = dropdrop, 丨 = walking stick, 思 = consider",RTK,RTK3v2::CH02
側,lateral / side,1998,,975,"cè: the side, to incline towards, to lean, inclined | zhāi: lean on one side",dropdrop + walking stick + pent in + floor + floor + drop + ㇏ + walking stick + 亅,⿰ (left-right),⿰亻則,"㇒ = dropdrop, 丨 = walking stick, 囗 = pent in, 一 = floor, 丿 = drop",RTH RTK,RTH2::L26 RTK1v5::L27
偵,detect / spy,1996,,981,"zhēn: to scout, to spy, to detect",dropdrop + walking stick + magic wand + pent in + floor + floor + drop + ㇏,⿰ (left-right),⿰亻貞,"㇒ = dropdrop, 丨 = walking stick, ⺊ = magic wand, 囗 = pent in, 一 = floor, 丿 = drop",RTH RTK,RTH2::L26 RTK1v5::L27
偶,by chance / accidentally,2823,2878,1955,"ǒu: accidental, image, pair, mate",person + Talking Cricket,⿰ (left-right),⿰亻禺,"人 = person, 禺 = Talking Cricket",RSH RTH RTK,RSH2::L52 RTH2::L52 RTK1v5::L53
偽,bogus / falsehood,1386,,1919,"wěi: false, fake, forged, bogus",dropdrop + walking stick + drop + 𠃍 + 𠃍 + clothes hanger + flames + eyedropper,⿰ (left-right),⿰亻為,"㇒ = dropdrop, 丨 = walking stick, 丿 = drop, 𠃌 = clothes hanger, 灬 = flames, 丶 = eyedropper",RTH RTK,RTH1::L51 RTK1v5::L52
傍,close to / bystander,2031,2093,1015,"bàng: near, approaching, to depend on, (slang) to have an intimate relationship with sb",person + Magellan,⿰ (left-right),⿰亻旁,"人 = person, 囧旁 = Magellan",RSH RTH RTK,RSH2::L26 RTH2::L26 RTK1v5::L27
傑,outstanding / greatness,2885,,999,"jié: hero, heroic, outstanding person, prominent",dropdrop + walking stick + sunglasses + floor + walking stick + umbrella,⿰ (left-right),⿰亻桀,"㇒ = dropdrop, 丨 = walking stick, 舛 = sunglasses, 一 = floor, 𠆢 = umbrella",RTH RTK,RTH2::L53 RTK1v5::L27
傘,umbrella,2049,,1026,"sǎn: umbrella, parasol, CL:把[bǎ]",umbrella + assembly line + assembly line + floor + walking stick,⿱ (top-bottom),⿱𠆢⿻𠈌十,"𠆢 = umbrella, 从 = assembly line, 一 = floor, 丨 = walking stick",RTH RTK,RTH2::L26 RTK1v5::L27
備,prepare / equip,902,,1183,"bèi: to prepare, get ready, to provide or equip",dropdrop + walking stick + floor + walking stick + walking stick + floor + dropdrop + glass cover + two + walking stick,⿰ (left-right),⿰亻𤰇,"㇒ = dropdrop, 丨 = walking stick, 一 = floor, ⺆ = glass cover, 二 = two",RTH RTK,RTH1::L31 RTK1v5::L31
傢,furniture,740,,541,jiā: variant of 家[jiā],dropdrop + walking stick + house,⿰ (left-right),⿰亻家,"㇒ = dropdrop, 丨 = walking stick, 家 = house",RTH RTK,RTH1::L26
催,prod / sponsor,2035,2094,987,"cuī: to urge, to press, to prompt, to rush sb",person + pterodactyl,⿰ (left-right),⿰亻崔,"人 = person, 崔 = pterodactyl",RSH RTH RTK,RSH2::L26 RTH2::L26 RTK1v5::L27
傭,put to work / hire,2169,,2128,"yōng: to hire, to employ, servant, hired laborer",dropdrop + walking stick + mediocre,⿰ (left-right),⿰亻庸,"㇒ = dropdrop, 丨 = walking stick, 庸 = mediocre",RTH RTK,RTH2::L30 RTK3v2::CH02
傲,haughty / arrogance,2021,2087,3018,"ào: proud, arrogant, to despise, unyielding",person + soil + release,⿰ (left-right),⿰亻敖,"人 = person, 土 = soil, 放 = release",RSH RTH RTK,RSH2::L26 RTH2::L26 RTK1v5::Sup.
債,debt / bond,2509,,1544,"zhài: debt, CL:筆|笔[bǐ]",dropdrop + walking stick + floor + walking stick + floor + floor + pent in + floor + floor + drop + ㇏,⿰ (left-right),⿰亻責,"㇒ = dropdrop, 丨 = walking stick, 一 = floor, 囗 = pent in, 丿 = drop",RTH RTK,RTH2::L39 RTK1v5::L40
傷,wound,763,,996,"shāng: to injure, injury, wound",dropdrop + walking stick + dropdrop + floor + daybreak + knot,⿰ (left-right),⿰亻𬀷,"㇒ = dropdrop, 丨 = walking stick, 一 = floor, 旦 = daybreak, 勿 = knot",RTH RTK,RTH1::L26 RTK1v5::L27
傾,incline / lean,2017,,1011,"qīng: to overturn, to collapse, to lean, to tend",dropdrop + walking stick + hook + dropdrop + floor + drop + pent in + floor + floor + drop + ㇏,⿰ (left-right),⿰亻頃,"㇒ = dropdrop, 丨 = walking stick, 乚 = hook, 一 = floor, 丿 = drop, 囗 = pent in",RTH RTK,RTH2::L26 RTK1v5::L27
僅,merely / trifle,1177,,2116,"jǐn: barely, only, merely",dropdrop + walking stick + spinach,⿰ (left-right),⿰亻堇,"㇒ = dropdrop, 丨 = walking stick, 堇 = spinach",RTH RTK,RTH1::L39 RTK3v2::CH02
働,work,,,1678,,dropdrop + walking stick + heavy + clothes hanger + drop,⿰ (left-right),⿰亻動,"㇒ = dropdrop, 丨 = walking stick, 重 = heavy, 𠃌 = clothes hanger, 丿 = drop",RTK,RTK1v5::L43
像,likeness / statue,1414,1452,1977,"xiàng: to resemble, to be like, to look as if, such as",person + elephant,⿰ (left-right),⿰亻象,"人 = person, 象 = elephant",RSH RTH RTK,RSH1::L52 RTH1::L52 RTK1v5::L53
僑,live abroad / emigrant,2015,,2120,"qiáo: to emigrant, to reside abroad",dropdrop + walking stick + die young + mouth + glass cover + mouth,⿰ (left-right),⿰亻喬,"㇒ = dropdrop, 丨 = walking stick, 夭 = die young, 口 = mouth, 冂 = glass cover",RTH RTK,RTH2::L26 RTK3v2::CH02
僕,servant / me,2691,,1794,pú: servant,dropdrop + walking stick + profession + animal horns + floor + husband,⿰ (left-right),⿰亻菐,"㇒ = dropdrop, 丨 = walking stick, 业 = profession, 丷 = animal horns, 一 = floor, 夫 = husband",RTH RTK,RTH2::L46 RTK1v5::L47
僚,coworker / colleague,2630,2696,1707,"liáo: bureaucrat, colleague",person + pup tent,⿰ (left-right),⿰亻尞,"人 = person, 尞 = pup tent",RSH RTH RTK,RSH2::L43 RTH2::L43 RTK1v5::L44
僧,Buddhist monk / Buddhist priest,2022,2088,982,"sēng: monk, Sangha, the Buddhist monastic order",person + increase,⿰ (left-right),⿰亻曾,"人 = person, 增 = increase",RSH RTH RTK,RSH2::L26 RTH2::L26 RTK1v5::L27
僻,out-of-the-way / biased,2489,2559,2117,"pì: biased, low, rustic, secluded",person + hot sauce,⿰ (left-right),⿰亻辟,"人 = person, 辟 = hot sauce",RSH RTH RTK,RSH2::L38 RTH2::L38 RTK3v2::CH02
儀,rite / ceremony,2025,,984,"yí: apparatus, rites, appearance, present",dropdrop + walking stick + animal horns + floor + floor + walking stick + floor + I,⿰ (left-right),⿰亻義,"㇒ = dropdrop, 丨 = walking stick, 丷 = animal horns, 一 = floor, 我 = I",RTH RTK,RTH2::L26 RTK1v5::L27
億,one hundred million,2016,,983,yì: 100 million,dropdrop + walking stick + idea,⿰ (left-right),⿰亻意,"㇒ = dropdrop, 丨 = walking stick, 意 = idea",RTH RTK,RTH2::L26 RTK1v5::L27
儒,Confucian,889,964,1166,"rú: scholar, Confucian",person + need,⿰ (left-right),⿰亻需,"人 = person, 需 = need",RSH RTH RTK,RSH1::L30 RTH1::L30 RTK1v5::L31
